REGION,CERCLE,ARRONDISSSEMENT,COMMUNE,VILLAGE,LAT,LONG
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,EBAGAOU KAINA,16.47420,-3.44022
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,FOUYA,16.45012,-3.41155
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,GOUMEL,16.54159,-3.22935
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,GOUSSOUTJIRE (OMAR BANGOU),16.60057,-3.18189
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,GROUPE DINA,16.57137,-3.36125
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,IMMID,16.57153,-3.36056
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,INTISSISSIK,16.66066,-3.39374
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,KATOUA,16.47492,-3.28295
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,KEL HANGAOU,16.57652,-3.35718
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,KEL TAOXARI I,16.57075,-3.35821
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,KESSOU BIBI,16.55451,-3.21308
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,NIAMBOURGOU,16.53795,-3.42387
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,SAOUBAMO,16.57576,-3.32802
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,T JASSOUKOREYE,16.57365,-3.36603
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,TAGUIFA HILAL,16.57436,-3.35762
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,TINEM,16.62046,-3.16513
TOMBOUCTOU,GOUNDAM,DOUEKIRE,DOUEKIRE,TINENOR,16.51982,-3.36486
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,DONGOMA,13.84225,-6.14412
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,DOUGABOUGOU,13.85142,-6.14239
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,DOUGABOUGOU,13.83375,-6.14586
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,KOLOBELE,13.83535,-6.17964
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,NIOUGOU,13.85922,-6.08112
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,POINT>A>,13.75180,-6.06225
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,SISSAKO,13.88942,-6.09717
SEGOU,SEGOU,MARKALA,DOUGABOUGOU,TEMOU,13.75942,-6.14214
SEGOU,BARAOUELI,TAMANI,DOUGOUFIE,DOUGOUFE,13.31713,-6.62659
SEGOU,BARAOUELI,TAMANI,DOUGOUFIE,DOUGOUFE-WERE,13.28450,-6.60969
SEGOU,BARAOUELI,TAMANI,DOUGOUFIE,N'GAMA,13.32431,-6.59583
SEGOU,BARAOUELI,TAMANI,DOUGOUFIE,N'GAMA-WERE,13.31837,-6.59920
SEGOU,BARAOUELI,TAMANI,DOUGOUFIE,ZANANKORO-WERE,13.33750,-6.48047
SEGOU,BLA,BLA,DOUGOUOLO,DOUGOUOLO,12.93481,-5.56064
SEGOU,BLA,BLA,DOUGOUOLO,KAGUIGUE,12.95411,-5.57909
SEGOU,BLA,BLA,DOUGOUOLO,NAMAZIELA,12.91769,-5.51024
SEGOU,BLA,BLA,DOUGOUOLO,PEKANA 2,12.94221,-5.64844
SEGOU,BLA,BLA,DOUGOUOLO,PETESSO,12.92649,-5.59359
MOPTI,KORO,TOROLI,DOUGOUTENE 1,ANAKABA-FOULBE,14.00144,-3.29963
MOPTI,KORO,TOROLI,DOUGOUTENE 1,ANAKAGA-DOGON,14.00606,-3.29293
MOPTI,KORO,TOROLI,DOUGOUTENE 1,BABOURO,13.83468,-3.24066
MOPTI,KORO,TOROLI,DOUGOUTENE 1,BIRGA-DOGON,14.03161,-3.26623
MOPTI,KORO,TOROLI,DOUGOUTENE 1,BIRGA-FOULBE,14.03074,-3.26363
MOPTI,KORO,TOROLI,DOUGOUTENE 1,BONDO-BOURA,13.95285,-3.17623
MOPTI,KORO,TOROLI,DOUGOUTENE 1,DERI,14.03681,-3.23187
MOPTI,KORO,TOROLI,DOUGOUTENE 1,DINGA,13.95542,-3.24278
MOPTI,KORO,TOROLI,DOUGOUTENE 1,DOMORO,13.97445,-3.18209
MOPTI,KORO,TOROLI,DOUGOUTENE 1,DONGOLE,13.93826,-3.24241
MOPTI,KORO,TOROLI,DOUGOUTENE 1,DOUNAPA,13.87215,-3.22879
MOPTI,KORO,TOROLI,DOUGOUTENE 1,GANDOUROU,13.87369,-3.28807
MOPTI,KORO,TOROLI,DOUGOUTENE 1,GUERESSOGOU,13.92398,-3.26473
MOPTI,KORO,TOROLI,DOUGOUTENE 1,KANAMA-PEULH,13.96710,-3.31399
MOPTI,KORO,TOROLI,DOUGOUTENE 1,LEDJEKO,13.95781,-3.19335
MOPTI,KORO,TOROLI,DOUGOUTENE 1,NEMA,13.88407,-3.22976
MOPTI,KORO,TOROLI,DOUGOUTENE 1,TAGARI-DOGON,13.85249,-3.23231
MOPTI,KORO,TOROLI,DOUGOUTENE 1,TAGARI-PEULH,13.85849,-3.22924
MOPTI,KORO,TOROLI,DOUGOUTENE 1,TOBOGUINA-DOGON,13.84514,-3.28549
MOPTI,KORO,TOROLI,DOUGOUTENE 1,TOMOGUINA-OUALARBE,13.84729,-3.29017
MOPTI,KORO,TOROLI,DOUGOUTENE 1,TOROLI,13.92093,-3.22143
MOPTI,KORO,TOROLI,DOUGOUTENE 2,ANDIAGANA,13.91236,-3.35707
MOPTI,KORO,TOROLI,DOUGOUTENE 2,ANDJOUNA-TENA,13.85159,-3.36306
MOPTI,KORO,TOROLI,DOUGOUTENE 2,AZANGA,13.93652,-3.35738
MOPTI,KORO,TOROLI,DOUGOUTENE 2,BARATIGUINE,13.97051,-3.34185
MOPTI,KORO,TOROLI,DOUGOUTENE 2,BONDO-TENA,13.85636,-3.36048
MOPTI,KORO,TOROLI,DOUGOUTENE 2,DJIDJA,13.90512,-3.32319
MOPTI,KORO,TOROLI,DOUGOUTENE 2,DOMPALE,13.86762,-3.29798
MOPTI,KORO,TOROLI,DOUGOUTENE 2,GANAGUENEKORO,13.85765,-3.32350
MOPTI,KORO,TOROLI,DOUGOUTENE 2,GASSOGOU,13.88344,-3.41244
MOPTI,KORO,TOROLI,DOUGOUTENE 2,GOUROUSSINDE,13.89011,-3.30859
MOPTI,KORO,TOROLI,DOUGOUTENE 2,GUINEOUROU,14.00248,-3.36985
MOPTI,KORO,TOROLI,DOUGOUTENE 2,KANAMA-DOGON,13.97387,-3.30788
MOPTI,KORO,TOROLI,DOUGOUTENE 2,KANIANA,13.95889,-3.39866
MOPTI,KORO,TOROLI,DOUGOUTENE 2,KOLOMATITIN,13.83598,-3.40056
MOPTI,KORO,TOROLI,DOUGOUTENE 2,OMBO,13.90264,-3.29998
MOPTI,KORO,TOROLI,DOUGOUTENE 2,OMO,13.88515,-3.34172
MOPTI,KORO,TOROLI,DOUGOUTENE 2,OTEKANA,14.00901,-3.37642
MOPTI,KORO,TOROLI,DOUGOUTENE 2,PELEDOUROU,13.93680,-3.41186
MOPTI,KORO,TOROLI,DOUGOUTENE 2,SALE,13.94208,-3.32772
MOPTI,KORO,TOROLI,DOUGOUTENE 2,SANSOGOU,13.87492,-3.39005
MOPTI,KORO,TOROLI,DOUGOUTENE 2,TANOSSOUGOU,13.88365,-3.38339
MOPTI,KORO,TOROLI,DOUGOUTENE 2,TANSSOGOU,13.88776,-3.37763
TOMBOUCTOU,GOUNDAM,GOUNDAM,DOUKOURIA,KEL DJIBAROU,16.28639,-3.62905
TOMBOUCTOU,GOUNDAM,GOUNDAM,DOUKOURIA,PAOURY,16.35728,-3.70717
TOMBOUCTOU,GOUNDAM,GOUNDAM,DOUKOURIA,TONDIGANE,16.28333,-3.64835
SIKASSO,SIKASSO,KIGNAN,DOUMANABA,BORO,11.71940,-6.00756
SIKASSO,SIKASSO,KIGNAN,DOUMANABA,DOUMANABA,11.68934,-5.93114
SIKASSO,SIKASSO,KIGNAN,DOUMANABA,FANIENA,11.64009,-6.01049
SIKASSO,SIKASSO,KIGNAN,DOUMANABA,NIARADOUGOU,11.57571,-5.95821
SIKASSO,SIKASSO,KIGNAN,DOUMANABA,ZANGASSO,11.59222,-6.03110
SIKASSO,SIKASSO,KIGNAN,DOUMANABA,ZANPERSO,11.72287,-5.97910
SIKASSO,SIKASSO,KIGNAN,DOUMANABA,ZEGUENA,11.65268,-5.89523
KOULIKORO,KOULIKORO,KOULA-KOULIKORO,DOUMBA,BABOUGOU,13.15577,-7.56638
KOULIKORO,KOULIKORO,KOULA-KOULIKORO,DOUMBA,BANANI-DOWAREBOUGOU,13.06667,-7.61667
KOULIKORO,KOULIKORO,KOULA-KOULIKORO,DOUMBA,DIBARO,13.06751,-7.61311
KOULIKORO,KOULIKORO,KOULA-KOULIKORO,DOUMBA,DOUMBA,13.10379,-7.59596
KOULIKORO,KOULIKORO,KOULA-KOULIKORO,DOUMBA,KOSSABA,13.15118,-7.59203
KOULIKORO,KOULIKORO,KOULA-KOULIKORO,DOUMBA,SINZANI,13.10808,-7.54048
MOPTI,BANDIAGARA,DOUROU,DOUROU,BENIOUMA HAIRE,14.22645,-3.44826
MOPTI,BANDIAGARA,DOUROU,DOUROU,DOBOLO,14.28577,-3.52688
MOPTI,BANDIAGARA,DOUROU,DOUROU,DOUNDIOUROU,14.23855,-3.47990
MOPTI,BANDIAGARA,DOUROU,DOUROU,DOUNOU,14.25028,-3.44509
MOPTI,BANDIAGARA,DOUROU,DOUROU,DOUROU,14.30853,-3.42734
MOPTI,BANDIAGARA,DOUROU,DOUROU,ERSADJA,14.27219,-3.50857
MOPTI,BANDIAGARA,DOUROU,DOUROU,GOLOMBO,14.27518,-3.51462
MOPTI,BANDIAGARA,DOUROU,DOUROU,GONJOGOUROU,14.25675,-3.41777
MOPTI,BANDIAGARA,DOUROU,DOUROU,GUIMINI-KOU,14.28984,-3.42846
MOPTI,BANDIAGARA,DOUROU,DOUROU,GUINDODIOU,14.28546,-3.44208
MOPTI,BANDIAGARA,DOUROU,DOUROU,IDIELY DO,14.33815,-3.39608
MOPTI,BANDIAGARA,DOUROU,DOUROU,IDIELY DO,14.33815,-3.39608
MOPTI,BANDIAGARA,DOUROU,DOUROU,IDIELY GOTNAGA,14.33340,-3.39991
MOPTI,BANDIAGARA,DOUROU,DOUROU,IDIELY NA,14.33445,-3.39893
MOPTI,BANDIAGARA,DOUROU,DOUROU,INDELL,14.23996,-3.48299
MOPTI,BANDIAGARA,DOUROU,DOUROU,KOKOROU,14.28442,-3.40990
MOPTI,BANDIAGARA,DOUROU,DOUROU,KOMOKANI,14.35563,-3.36377
MOPTI,BANDIAGARA,DOUROU,DOUROU,KOMOKANI,14.35563,-3.36377
MOPTI,BANDIAGARA,DOUROU,DOUROU,KONSOGOUDO,14.29091,-3.45774
MOPTI,BANDIAGARA,DOUROU,DOUROU,KONSOGOULEYE,14.27403,-3.44134
MOPTI,BANDIAGARA,DOUROU,DOUROU,KOROU,14.30509,-3.44330
MOPTI,BANDIAGARA,DOUROU,DOUROU,NACOMBO,14.38928,-3.34517
MOPTI,BANDIAGARA,DOUROU,DOUROU,NOMBORI,14.34203,-3.39135
MOPTI,BANDIAGARA,DOUROU,DOUROU,OUROU,14.38757,-3.36548
MOPTI,BANDIAGARA,DOUROU,DOUROU,SANSANBOUROU,14.28943,-3.49642
MOPTI,BANDIAGARA,DOUROU,DOUROU,SASSAGOU,14.25018,-3.46424
MOPTI,BANDIAGARA,DOUROU,DOUROU,SONINGUE,14.22446,-3.53076
MOPTI,BANDIAGARA,DOUROU,DOUROU,TAMA,14.27152,-3.41168
MOPTI,BANDIAGARA,DOUROU,DOUROU,TEGOU,14.27241,-3.41095
MOPTI,BANDIAGARA,DOUROU,DOUROU,YAWA,14.28975,-3.41320
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,BABARA,13.35702,-7.42568
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,BADOUMBERA,13.40940,-7.42747
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,BALABOUGOU,13.42139,-7.39168
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,BAMORIBOUGOU,13.42276,-7.37316
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,BOUALA,13.38857,-7.17722
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,DIABAKOLO,13.40562,-7.29707
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,DIALADO,13.42427,-7.34154
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,DIEBOUGOU,13.37217,-7.22733
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,DINIDIE-BAMBARA,13.38779,-7.37444
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,DINIDIE-MARKA,13.39271,-7.37942
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,DIONI,13.49223,-7.31330
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,DOGOTOU,13.41795,-7.32371
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,FARAMANA,13.40473,-7.19833
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,GRIFFELA,13.35670,-7.44265
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,GUELEFOUKA,13.39060,-7.27310
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,GUESSEREBOUGOU,13.53719,-7.21293
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,HAMADILA,13.35477,-7.46041
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,KAWERELA,13.47075,-7.19125
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,KEMERA,13.35618,-7.38074
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,KEROUANE,13.44114,-7.29202
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,KOLOBO,13.54075,-7.22480
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,MARIBABOUGOU,13.37269,-7.31603
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,NEKO,13.35940,-7.29553
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,NPACARLA,13.37401,-7.42728
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,NTIELE,13.40621,-7.41119
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,SANDIGUEBOUGOU,13.38709,-7.21558
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,SIRAKOLO,13.38580,-7.26668
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,SOLONI,13.44069,-7.21582
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,SOLONTIGUIBOUGOU,13.34014,-7.39804
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,TOUBAKOURA,13.47329,-7.37619
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,WOLOKORO,13.35107,-7.42982
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,YEREDONBOUGOU,13.36932,-7.22302
KOULIKORO,BANAMBA,TOUBAKOURA,DUGUWOLOWULA,ZAMBOUGOU,13.44080,-7.41221
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,ACHARFA,16.82611,-3.57451
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,ALWASNA,16.82243,-3.57810
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,BAKADA,16.75058,-3.69701
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,BICKEKOU,16.82181,-3.73208
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,CHORFFA,16.81775,-3.57967
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG -AGADA,16.82514,-3.57553
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG -AGAYAR,16.82024,-3.57804
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG -BAYA,16.82648,-3.57791
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG -BILLA,16.82270,-3.58000
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG -MAMA,16.82686,-3.57999
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG AGNA,17.53449,-3.72061
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG ALLALE,16.82669,-3.58128
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,DAG AZADA,16.82155,-3.57443
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,ESSAKANE,16.82327,-3.57922
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,FARACH (ESSAKANE),16.82657,-3.57669
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,FARACK,16.82639,-3.57885
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,HALL ARAWANE,16.81946,-3.57618
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,HALL CHAREIGUI,16.81957,-3.58214
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,HAOULAD MAHAN,16.82536,-3.57857
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,IDOLLIBA,16.82559,-3.57891
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,INTARABEN,16.82442,-3.57578
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,KEL -ANTASSAR,16.82653,-3.58157
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,KEL AOUSIM,16.82298,-3.57565
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,KEL NTISSAR,16.82121,-3.57733
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,KEL TICKANAYENE,16.81705,-3.57659
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,MEDEN-MEDEN,16.85958,-3.84308
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,RAKANE,16.81792,-3.57857
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,REL -ISSA,16.82284,-3.58285
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,TASKOTT,16.87074,-3.80932
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,TASSADJINE,16.80513,-3.76523
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,TIDAINIWEN,16.82277,-3.58126
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,TIHIDINE,16.82215,-3.57983
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,TORMOUZE,16.82598,-3.58095
TOMBOUCTOU,GOUNDAM,FARACH,ESSAKANE,ZOUERA,16.85824,-3.85712
KIDAL,KIDAL,ESSOUK,ESSOUK,IDABEYLALENE,18.76113,1.36957
KIDAL,KIDAL,ESSOUK,ESSOUK,IMEZEKAREN,18.61040,1.06195
KIDAL,KIDAL,ESSOUK,ESSOUK,IMRAD WINADIOUS,18.58968,0.99944
KIDAL,KIDAL,ESSOUK,ESSOUK,KEL INTESSAR,18.68372,0.95138
KIDAL,KIDAL,ESSOUK,ESSOUK,KEL RELLA TIDJRAIL,19.06700,1.00156
KIDAL,KIDAL,ESSOUK,ESSOUK,KEL TERGACHT,18.71886,1.15892
KIDAL,KIDAL,ESSOUK,ESSOUK,TELABIT,19.06700,1.00673
KIDAL,KIDAL,ESSOUK,ESSOUK,TIBAGATENE,18.90228,1.00442
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,BOUGOURO,12.30180,-5.76183
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,GOUAMBOUGOU,12.20000,-5.66667
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,GOUEMBOUGOU,12.23994,-5.84283
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,I.R.C.T.,12.18178,-5.68742
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,KADOUBALA,12.32182,-5.73045
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,KELEMI,12.21837,-5.78124
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,KELENI,12.20000,-5.78306
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,LAMPASSO,12.16667,-5.76667
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,NAMPALA,12.08306,-5.78306
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,NAMPALA,12.12115,-5.77472
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,NANPOREPELA,12.10858,-5.73089
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,SIMESSO,12.20033,-5.74854
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,TOROLA,12.29259,-5.69091
SIKASSO,KOUTIALA,KONSEGUELA,FAGUI,ZIENA,12.20021,-5.69387
MOPTI,DJENNE,SOFARA,FAKALA l,ABDOULKARIMOU,14.10511,-4.15780
MOPTI,DJENNE,SOFARA,FAKALA l,BAMBARAWEL,14.17270,-4.11491
MOPTI,DJENNE,SOFARA,FAKALA l,BIBA,14.05131,-4.24590
MOPTI,DJENNE,SOFARA,FAKALA l,BONGUEL,14.16846,-4.09772
MOPTI,DJENNE,SOFARA,FAKALA l,DEDOUGOU,14.15265,-4.13139
MOPTI,DJENNE,SOFARA,FAKALA l,DEGOU,14.06112,-4.10657
MOPTI,DJENNE,SOFARA,FAKALA l,DIABA-ALLAYE,14.00270,-4.19267
MOPTI,DJENNE,SOFARA,FAKALA l,DIABA-PEULH,14.02277,-4.21531
MOPTI,DJENNE,SOFARA,FAKALA l,DIONGUE-BAMBARA,14.10597,-4.14343
MOPTI,DJENNE,SOFARA,FAKALA l,DIONGUE-OURO,14.10069,-4.12673
MOPTI,DJENNE,SOFARA,FAKALA l,DIROBOUGOU,13.92881,-4.30532
MOPTI,DJENNE,SOFARA,FAKALA l,GOUNDAKA-GUIDIOWEL,14.06933,-4.18200
MOPTI,DJENNE,SOFARA,FAKALA l,KAKA,14.02217,-4.24367
MOPTI,DJENNE,SOFARA,FAKALA l,KANKELENA,14.00285,-4.22708
MOPTI,DJENNE,SOFARA,FAKALA l,KOMBAKA,13.96715,-4.22477
MOPTI,DJENNE,SOFARA,FAKALA l,KOUFADAKA DIAN,14.15120,-4.16669
MOPTI,DJENNE,SOFARA,FAKALA l,KOULEBALA-DOGON,13.97194,-4.14240
MOPTI,DJENNE,SOFARA,FAKALA l,KOULEBALA-MOSSI,13.96728,-4.14492
MOPTI,DJENNE,SOFARA,FAKALA l,KOUNDARAKA,13.92574,-4.26917
MOPTI,DJENNE,SOFARA,FAKALA l,MANSABA,13.94259,-4.24188
MOPTI,DJENNE,SOFARA,FAKALA l,MONTOROBOUGOU,13.93411,-4.24160
MOPTI,DJENNE,SOFARA,FAKALA l,NIA-OURO,14.02097,-4.12737
MOPTI,DJENNE,SOFARA,FAKALA l,NIAMOUSSA,14.03644,-4.11687
MOPTI,DJENNE,SOFARA,FAKALA l,NOUMOUSSO,14.02347,-4.14097
MOPTI,DJENNE,SOFARA,FAKALA l,SOFARA,14.02366,-4.23088
MOPTI,DJENNE,SOFARA,FAKALA l,SOUNGALOBOUGOU,14.02137,-4.22713
MOPTI,DJENNE,SOFARA,FAKALA l,TANDIAMA,14.02487,-4.14617
MOPTI,DJENNE,SOFARA,FAKALA l,TOMBANA,13.91246,-4.30530
MOPTI,DJENNE,SOFARA,FAKALA l,TONDAKA,14.18322,-4.10551
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,DANI-SEREKORE,10.45777,-6.76580
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,DEMBASSO,10.55546,-6.84785
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,DIAMOGO,10.60283,-6.89577
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,DIONKONI,10.52483,-6.97481
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,DONTEREKE,10.53569,-6.76089
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,FAKOLA,10.55631,-6.90831
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,GOUARANKO,10.60555,-7.01327
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,KOKLA OU KOKILA,10.48872,-6.79473
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,MPIESSANA,10.56744,-7.02803
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,SAMA,10.40427,-6.71296
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,SANTIENI,10.63822,-7.04717
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,SOKOURANI,10.45736,-6.92367
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,SOROMANA,10.42516,-6.87329
SIKASSO,KOLONDIEBA,FAKOLA,FAKOLA ll,ZEGUERE,10.43903,-6.72901
SIKASSO,KOUTIALA,M'PESSOBA,FAKOLO,KORON-TOSSONI,12.65788,-5.57778
SIKASSO,KOUTIALA,M'PESSOBA,FAKOLO,NGANIAN,12.65023,-5.50779
SIKASSO,KOUTIALA,M'PESSOBA,FAKOLO,NIESSOUMANA,12.58895,-5.61378
SIKASSO,KOUTIALA,M'PESSOBA,FAKOLO,OUADIALA,12.62167,-5.57905
SIKASSO,KOUTIALA,M'PESSOBA,FAKOLO,ZANBLALA,12.58614,-5.54715
SIKASSO,KOUTIALA,M'PESSOBA,FAKOLO,ZANZONI,12.62696,-5.56198
KAYES,KENIEBA,FALEA,FALEA,BASSARA,12.10147,-11.16328
KAYES,KENIEBA,FALEA,FALEA,DARSSALAM,12.11986,-11.29215
KAYES,KENIEBA,FALEA,FALEA,DIAMOU-FOULAGUINEE,12.15957,-11.24403
KAYES,KENIEBA,FALEA,FALEA,FALEA,12.27513,-11.27639
KAYES,KENIEBA,FALEA,FALEA,FALIKOURE-FARINDIA,12.05272,-11.27335
KAYES,KENIEBA,FALEA,FALEA,FOUDENTA,12.15009,-11.19835
KAYES,KENIEBA,FALEA,FALEA,HALLI,12.17412,-11.46669
KAYES,KENIEBA,FALEA,FALEA,HERA-MADINA,12.12317,-11.11606
KAYES,KENIEBA,FALEA,FALEA,HILIMALO,12.35522,-11.43088
KAYES,KENIEBA,FALEA,FALEA,KALI,12.16667,-11.48333
KAYES,KENIEBA,FALEA,FALEA,KAMBAYA,12.35086,-11.32609
KAYES,KENIEBA,FALEA,FALEA,KOUMASSI,12.06760,-11.24504
KAYES,KENIEBA,FALEA,FALEA,MANGALABE,12.25730,-11.21408
KAYES,KENIEBA,FALEA,FALEA,NERTEDE,12.18775,-11.37933
KAYES,KENIEBA,FALEA,FALEA,SIMBARACOURE,12.15158,-11.35925
KAYES,KENIEBA,FALEA,FALEA,SIRIBAYA,12.37661,-11.26572
KAYES,KENIEBA,FALEA,FALEA,SITADINA,12.10426,-11.21443
KAYES,KENIEBA,FALEA,FALEA,SOLEA,12.20425,-11.29821
KAYES,KENIEBA,FALEA,FALEA,WILI-WILI,12.35848,-11.06676
